-2.017560352035583093e-01,3.290785951141730337e-01,-1.308675427722693352e-01,-2.714550595521418308e-01,1.029197687438211828e+00,8.641183587462730742e-01,7.336389792541143651e-01,8.566968841596671602e-01,1.120327750527037036e+00,1.553584803695168715e+00,-4.197565531617975659e-02,-5.158820603895282186e-01,1.315408671862256518e-01,-1.387563600403802777e-01,-5.595397255780957257e-01,-1.379735409619645137e-01,9.807079797006799937e-02,2.875119649463994120e-01,-4.244614076984605799e-01,1.130514903419693740e-01,3.150414384791867112e-02,6.762888632235877218e-01,1.852862110243405080e-01,-6.280808029898191092e-02,1.103530679611088416e+00,8.744426706628254387e-01,1.219090897192319112e+00,1.389329095133591707e+00,1.082032837981295570e+00,1.540296642445382558e+00
-2.555577275704564166e-01,1.467633187222342483e+00,-3.178043689725010279e-01,-3.240024371785535373e-01,-6.168907233156971648e-01,-1.016540315059747401e+00,-7.690122909844311350e-01,-7.264947465884594724e-01,-6.956765780402154320e-01,-1.002450691384891845e+00,-6.833941839172675836e-01,2.588258504202095023e-01,-7.424401505917849198e-01,-4.762289852693997738e-01,-4.349154116524515667e-01,-9.708820223761515100e-01,-5.269377689928567143e-01,-8.819559203610574105e-01,-8.617142529194644629e-01,-7.220657697355961080e-01,-3.901797168417480144e-01,1.426216201941658657e+00,-4.652823041319078534e-01,-4.238830643110603202e-01,-1.574819250088063949e-01,-9.517515072310918089e-01,-6.443316824023082035e-01,-8.336936431430347350e-01,-7.313157684651062640e-01,-8.773252219661813456e-01
-2.619261800631172629e-02,-8.407681950857640585e-01,-9.175080601230890809e-02,-1.322604103077113513e-01,-1.215402375528995549e+00,-9.419881103838311232e-01,-8.571537638490829281e-01,-5.750229391905391507e-01,-8.052945455593645274e-01,-9.995144070711872164e-01,-6.629758114371012701e-01,-1.025149993175042296e+00,-5.989873921931458955e-01,-4.412023050871460295e-01,-7.626703163552053244e-01,-9.047890648998472285e-01,-7.164035482776528463e-01,-1.504655563329213852e-01,-1.076676545542080810e+00,-6.161896265195152544e-01,-2.755472110231977911e-01,-1.022124256192613601e+00,-3.103991137903022723e-01,-3.282792860383587086e-01,-1.285756360721342029e+00,-9.818284611097599646e-01,-1.027446550758146504e+00,-4.948378503591932542e-01,-1.220808643824871087e+00,-9.211593701354280350e-01
4.176741445713871154e-02,-2.365880626985532864e-01,-2.463472083469298371e-02,-5.791146111289496162e-02,-2.223803825924735911e+00,-1.013566157958314395e+00,-8.072283748396159586e-01,-9.064972026400976990e-01,-6.372136620300015153e-01,-9.995144070711872164e-01,-6.073533484738894428e-01,-9.991047343709953399e-01,-5.719671808509363409e-01,-4.137262865010667978e-01,-1.349883185360783999e+00,-6.456772281501839128e-01,-6.656497629995614673e-01,-1.087024465208118906e+00,-1.159730158600819072e+00,-6.725801810585149143e-01,-7.389027769089674159e-03,-4.574183488571496176e-02,-3.639774461727078581e-02,-1.049761753585483903e-01,-1.681758564628291319e+00,-2.299046141430557688e-01,-5.565763133417431785e-01,-5.999735689705523178e-01,-4.261773526564216485e-01,-3.782903043470572935e-01
-3.065277519180445998e-01,-1.764107586759227908e-01,-3.791558824170701003e-01,-3.634129703983622339e-01,-4.776007388006028309e-01,-1.301861119657202526e+00,-7.960337644173899330e-01,-5.047337956891068123e-01,-1.251074280137241868e+00,-5.928390296230678924e-01,-7.696442056007288812e-01,2.091229874080819062e+00,-8.131839766513878631e-01,-5.479602704330570617e-01,-9.334126673550289244e-01,-1.152866350790577421e+00,-5.806846437007910922e-01,-1.077874656253580274e-03,7.553884484006732070e-01,-7.416298396776981328e-01,-6.051156652515292667e-01,-4.477816554238500113e-01,-6.671624930695355671e-01,-5.724103626990074689e-01,-1.568488660494013365e+00,-1.344778832806470925e+00,-1.099004785986390287e+00,-9.857266356539216012e-01,-1.457608768593069426e+00,-1.225188526027259472e+00
-7.850796471815075783e-01,-1.306760076187241382e-01,-7.847346793492899764e-01,-7.340396870612435620e-01,6.156805459090228805e-01,-3.634154155850999324e-01,-5.721415559728730837e-01,-5.900663721170450460e-01,4.297345551563920840e-01,-8.192555903842453635e-02,-5.615880308459303416e-01,-3.692158512376608748e-01,-6.554841977268565101e-01,-4.634348086758818819e-01,5.539820398083817876e-01,-4.947382941212537522e-01,-3.373754384361303260e-01,-9.784035028773151177e-02,4.659221793577179582e-01,-9.564509998262679114e-01,-7.750174149468803675e-01,-4.116801205183844292e-01,-8.241147336637960619e-01,-6.873056176588792088e-01,7.008915672587704426e-01,-6.176357804484954306e-01,-5.269902174870384481e-01,-4.448753951590427302e-01,2.476699822544235485e-01,-8.801351032590815082e-01
-5.840312178104666296e-01,8.586388705133214394e-01,-5.380933601996457094e-01,-5.758385395264087325e-01,-1.963360573628282424e+00,7.894088396800845453e-02,-1.036406761185705433e-01,-4.904684713622479708e-01,-2.215712394305761723e+00,5.758021272314578498e-01,-9.967105892163719005e-01,4.139890943592128281e-01,-5.144878221775089910e-01,-6.446716610440582640e-01,-6.905008690253829906e-01,1.174166055994075641e+00,3.725982478255646657e-01,8.528085331092424282e-01,5.098917392123439862e-01,1.399293186731531691e+00,-7.545473246221393593e-01,5.203958715863519213e-01,-5.814446968881124000e-01,-6.705749564611565017e-01,-1.967588088342134167e+00,4.546730100083698489e-01,1.188892987987205108e-01,-8.042533851500160980e-02,-1.133399201796341904e+00,5.618959762574393668e-01
-6.831395984863321003e-01,-1.032139957346310880e-02,-7.200891249144084627e-01,-6.571751719162266525e-01,-6.002049439206601500e-01,-1.007023012335162448e+00,-9.220053000881843763e-01,-9.651147171468272834e-01,4.626199454121365240e-01,-2.037813580571769534e-01,-8.534299409503770528e-01,4.066003684573551435e-01,-8.431518474127474017e-01,-6.083655632024527193e-01,-3.307097706298787743e-01,-9.121073162467044915e-01,-6.775577532043134399e-01,-6.804523088267344644e-01,3.621051630342952410e-01,-7.861285085656160021e-01,-7.463592884922430892e-01,1.659444379690577787e-01,-7.717973201323758969e-01,-6.796231711905370565e-01,-4.495058966049915172e-01,-9.360591834683084089e-01,-9.444550445894407398e-01,-8.741540363112545453e-01,9.262851049122797775e-01,-7.817892580075658238e-01
-1.807594968954504777e+00,1.525403399084067413e+00,-1.805063876098570885e+00,-1.327713251308573872e+00,-1.119640511174868625e+00,-1.081376939870982712e+00,-1.125695740299489156e+00,-1.262870941278355641e+00,2.214604168700066711e-01,1.494859117421072359e+00,-8.738893203930844789e-02,4.657101756722135666e-01,-1.637163512986447023e-01,-4.435094516859771074e-01,1.991386202967720731e+00,-8.788321421539629918e-01,-1.012912504375975464e+00,-1.977069482288536406e+00,1.013098924215286800e+00,1.212859108459737101e+00,-1.469567579665346013e+00,8.830521995003428604e-01,-1.473796512997478381e+00,-1.080988318903254086e+00,-3.034939108068992475e-01,-1.101482429800983320e+00,-1.341360042369082128e+00,-1.754014328655005839e+00,2.444914570897500916e-01,8.928999925611142974e-01
-1.090899793267034346e+00,-1.069441950371759820e+00,-1.054846040554910713e+00,-9.285767872100861853e-01,1.745955949445563149e-01,-2.325525031220559424e-01,-6.649152814260320676e-01,-7.345352021181437152e-01,-6.445215265312783659e-01,1.083779313502395425e+00,-2.271491712569988775e-01,2.399709180483360793e+00,-2.118614551447632888e-01,-4.395243802879961748e-01,3.646002800285598422e+00,1.237629016892602962e+00,-1.725946010082120008e-01,2.230036478587472393e-01,1.981650617679689308e+00,1.169127658000921333e+00,-1.100491851110263930e+00,-9.942276155838448704e-01,-1.068262663477090868e+00,-8.947316723041156550e-01,1.566650747386067466e-01,-5.770972773946384526e-01,-9.822149262480722731e-01,-1.129636897718158117e+00,-7.472083942884751862e-01,7.803441761997824411e-02
1.635291392874872185e-01,-1.245159678117841118e+00,2.635938658176461558e-01,6.375224281119159717e-03,4.850961854261216510e-01,1.591795462896836710e+00,7.400726634048189201e-01,3.711571179800319809e-01,1.010709783007887053e+00,1.672504318400215517e+00,5.057999926000072977e-01,5.562220679699653170e-01,9.676935890851430244e-01,1.922143065919333926e-01,1.046494512073852468e+00,1.565235112341758050e+00,6.857462064532297008e-01,7.051184387243560892e-01,7.334036684733601374e-01,6.650651500808839600e-01,4.173918901028936257e-02,-1.181299205548528075e+00,2.089324996261122946e-01,-1.229018837846799495e-01,-5.571599551316477883e-02,7.299425226805283939e-01,2.728372890935403805e-01,-5.590388811002001274e-02,-1.226281994300737893e-01,4.826573237976456987e-01
1.437074631523141133e-01,1.171560851431000305e+00,1.133032456346405314e-01,2.482270791592327414e-02,-4.841299568247474094e-01,-3.421997615948791371e-01,-7.265499755897812939e-01,-4.959152315597759597e-01,-4.545170494980846354e-01,-5.884346031525092835e-01,-1.071032227098138723e-01,-1.826505222157641939e-01,-2.683582606784740143e-01,-1.368686946413367467e-01,-7.517568877345981448e-01,-3.935405997154937663e-01,-6.521325849293027055e-01,-5.161258589824001541e-01,3.966172410037056839e-02,-3.135219562387622227e-01,-2.990612712630476289e-02,5.860350259599247380e-01,-1.221155407986935781e-01,-1.322915405793202714e-01,-9.273633046714777617e-01,-4.920971903462282859e-01,-8.805691359133492879e-01,-6.894768629487356693e-01,-6.073532870428285380e-01,-6.199400955364983146e-01
-1.335272743333524526e+00,6.083012857791786354e-01,-1.320428095398852086e+00,-1.076156656288518754e+00,-1.213225969520947967e+00,-8.484013002587452723e-01,-6.450995342418621714e-01,-1.129866244645387097e+00,-1.956283204510439688e+00,6.712313674268647334e-01,-9.995269164550156793e-01,-5.150063745779725338e-02,-8.112188703719543925e-01,-7.022874038348672077e-01,-5.239830710399883129e-01,9.586745910558229500e-02,1.891508311577650425e-01,-1.106546719063592699e+00,-1.240027486918488936e-01,3.347776163524574522e-01,-1.287793177581645132e+00,4.022453937139202074e-01,-1.194770307496570316e+00,-9.905061716094472057e-01,-1.055676867948589726e+00,-4.129817247088620191e-01,-4.046341600540219741e-01,-1.361058085915173299e+00,-8.393856240640154009e-01,4.815333712804859556e-01
7.723377634392303293e-01,7.392682605821995767e-02,6.827605818349054001e-01,6.327511458810568534e-01,-1.593371552260060886e+00,-6.164170463469853534e-01,-4.630262727769245412e-01,-5.441579647378806950e-01,1.264581783534103332e-01,-1.466383612950256765e+00,2.688764636491113857e-01,1.570324697999879504e+00,3.211736231515499029e-01,1.326479762221126069e-01,-1.253422558197997194e+00,8.843486008143072730e-02,-2.937688097808755991e-02,-9.274758841239048868e-02,-6.504160902847334613e-01,-8.406010170318606312e-01,4.020127787257322671e-01,4.153732245886350705e-01,3.921912362898444249e-01,2.574645769145685326e-01,-1.978649602417747344e+00,-5.287126124593894971e-01,-3.976137305291767010e-01,-4.611208560523432087e-01,-5.994069741311439659e-01,-1.335897848967537493e+00
